,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
swoop,-4.876455,0.53447354,0.9976548,0.1590542,-3.0165122,-6.6038227,-0.11018871,0.28072405,-0.36249107,2.6784415,0.7018557,-5.6072974,6.4751835,5.3218455,-0.6966587,-0.09261705,1.4905491,0.65544635,2.3301842,-5.792188,-4.859719,-0.42526856,0.031822156,1.5685489,2.784445,-2.7813854,0.24970837,1.1599734,5.0512505,3.5928307,4.686463,7.18006,-0.15256336,4.5940914,1.3404374,0.15441495,-2.8648973,1.5876321,-2.8547404,6.6437187,1.6682577,1.7805623,4.27627,-2.7852025,2.7416968,2.2351866,-4.2290983,-1.4482121,-1.9740163,-3.2749975,-1.4896424,-3.5859725,-9.435288,0.5953714,-0.17410824,-11.321996,-1.2996055,0.122519836,-3.4739826,-0.648998,-2.0192046,-4.6598315,0.12882009,-2.3232174,-1.5991932,-2.9174187,8.841453,-1.6452044,-1.1046736,-4.4004207,1.588579,3.928287,-1.6023481,-5.019284,-3.3302655,5.3084083,-0.1795357,3.1058123,-0.88382053,-3.011192,5.6405573,6.2024803,-0.84793454,-5.2201037,4.160779,-2.785191,0.59371424,-3.5821905,-0.122111,-0.47796303,-5.0272946,-5.557734,0.8370445,-1.8105274,-8.585602,-0.34741536,-1.8269451,3.6404672,4.5624003,2.6583364,-7.0890512,6.129223,-5.0711174,-1.4845527,4.567498,0.34920183,-1.7212694,0.17260404,-1.7789025,-1.2681549,-1.182472,3.8168259,-1.2576793,4.3036866,-8.160452,5.6145372,-0.17505229,0.29197535,-6.7231245,-4.3157773,-12.118523,-1.5578696,-4.118152,-2.8903956,-2.720641,-0.95991457,4.4772534,3.001934
swooped,-0.032733805,-5.3699784,0.83082294,1.2077289,-0.22054006,-3.111993,1.6839837,-2.0150824,1.3203431,0.82815677,-1.6529334,2.2115836,1.4189178,1.1066346,-0.86583304,-2.7025313,-0.18623455,-1.1449401,-0.5197425,-0.53105974,-3.4943948,-0.3298277,0.38750613,1.5438621,1.9254392,-0.017780188,1.9707711,3.1255252,-5.102308,1.1494195,1.1059599,0.22843692,-3.5350974,-0.054454774,-3.389214,-0.07050285,1.6138248,0.4932911,0.26438227,-1.9667531,-1.0121776,0.63263315,0.11492261,-3.1210158,-1.2186356,-1.0580322,2.754185,-1.1548755,0.2212491,-1.0866369,-1.225766,0.048117097,1.188312,-1.6882626,2.6007113,-0.52143323,0.5956177,-0.5393182,-1.5625358,-0.68806344,-0.2106733,-1.6171556,2.221319,3.8903549,-0.13081807,-3.6782742,2.7540157,-1.8667125,0.24732238,-0.22352965,-1.7500458,-0.88699645,0.006540115,-2.54094,-1.6146251,1.7843304,1.6908396,2.0713089,0.37336642,1.3562322,2.605431,-0.40920597,0.562383,0.3020393,-5.59155,-3.2884912,1.418191,-2.1121268,-0.06306891,-0.31190696,-0.40899652,-0.04289621,2.6125538,-4.3442326,4.573101,-0.4842392,-0.6826548,4.768859,-0.37420675,1.3526511,0.95476055,1.5257359,-5.2102675,3.8048396,1.5015299,0.4040284,-0.25665176,2.2608416,-1.7775826,1.0813661,-0.4929858,-1.7872367,1.7160876,2.5070124,2.5437407,1.057577,-1.4852265,1.0990396,3.0625281,-1.2239137,-3.719867,-1.6348393,-1.7921724,-0.56935436,0.5420059,-1.9774034,1.2950475,-0.50636625
swooping,-1.2613088,-3.3809311,3.6416578,3.8258448,-4.6130333,-5.262729,5.7320557,0.16818325,0.32098037,-0.22372475,-1.7243748,-0.055358056,-1.8554713,-6.759862,-4.2725697,3.306479,0.32404816,1.4136288,-0.37303117,1.9531906,-3.7762063,-1.9465841,5.828708,-0.42344606,2.4720857,0.23524225,-2.16065,-4.1541066,-1.5686386,2.6986282,3.1991765,5.7402606,0.23365512,0.7154345,-2.139638,-3.6774013,2.4774122,2.7017322,-2.0389,-0.1781312,-5.043542,0.83577937,0.728017,1.3862844,3.1085126,-4.0741076,3.720718,-4.819081,-0.65867066,-5.4000688,-2.9757211,3.1560442,-0.60248506,3.1644843,-0.5975349,-0.2384199,2.4707808,0.45024627,2.2798564,-3.7296646,2.6703334,1.3060317,-3.201778,2.0150375,-0.43933952,0.34825543,3.4951987,-0.22182673,-4.139957,0.9521577,-0.4657738,-1.5939236,1.1815974,-1.3297766,2.1123638,2.277387,3.4683492,3.6040308,2.3353956,2.7025652,3.371078,-0.77095884,0.17660873,4.2790356,1.6680939,-3.7981827,4.1096654,-2.5967746,-1.1726283,-1.9740869,3.2573395,-1.8200636,-2.9143627,3.2906137,-3.0353098,0.6947301,-2.606075,-4.589716,0.13636547,0.43441233,0.41516092,2.6426737,-3.9391398,-1.884364,-6.0960526,-7.050816,1.0184659,0.8801016,-4.721292,2.1643083,-1.4837914,1.3206884,3.2878015,0.65482974,-2.5727575,1.8746394,-0.27415287,-3.84564,0.59446913,-3.7871473,1.3316579,1.6095794,-4.1627307,1.5514209,-6.7429276,-4.2035184,5.36844,-0.680386
sword,1.0672258,-2.6735961,-0.23896953,2.4373617,0.77061886,1.5656378,0.49339673,-2.2065048,2.8348618,-0.9463,0.9286302,-2.4766083,1.3548443,-0.3812248,0.19344027,-0.19883347,1.7344724,0.3099502,-0.11749453,-1.370058,-0.57139885,-0.81968856,0.8649682,1.6330664,0.26253214,0.6435984,0.04730855,-2.7968245,-0.35754088,1.0581827,0.10177107,-1.384089,-1.3747184,-0.3337456,-1.6202732,1.1090602,1.893826,3.5542204,-0.7865177,0.61414456,-1.9213732,0.30484462,-0.3398055,1.2905207,2.0706816,2.034985,1.3281915,-1.5778832,-1.8766077,1.5898712,-0.2840481,-0.09131524,-1.3340997,0.65255,1.2346344,-1.8896867,2.1481464,-1.0637735,0.41944084,-1.1830164,-0.50642645,-1.8402977,3.2707496,-2.3035688,1.858119,0.45320648,-0.637047,1.1878195,-1.366809,0.15588091,-2.2626672,0.23377581,-0.331893,0.851325,0.39025557,-0.7352205,0.8289623,0.34785074,0.34804666,0.73968834,0.5777394,0.23263486,0.37938273,-0.17049453,0.5069083,-1.9728377,-0.5768449,0.60279197,-2.1223931,-1.6106461,-1.3042663,-0.0878642,1.5679458,-0.51843375,-0.26937932,-0.86148435,2.5206625,1.5992501,2.3725193,-0.34566984,-1.4677304,0.7223182,0.71813637,-0.3164976,0.7939499,0.90820706,-1.707241,0.3028448,1.2016724,-1.1991963,-0.25497246,1.1121665,-0.74901694,-0.9738823,2.0762205,-0.3613657,-0.7865468,2.4990537,-0.6329403,-0.018467117,1.0884484,1.2189358,-2.2379787,0.3019057,1.5816429,-0.22074227,1.7965064,0.7397652
swords,4.087123,-0.6002702,1.8618472,4.0936055,-3.6328983,0.25657806,-6.1751695,-1.1902434,5.88397,2.513013,-2.1227574,4.063904,1.5850688,-3.4670918,-3.5852988,0.23660442,-3.241254,0.19891205,-2.9727821,-4.838509,0.08100429,-0.66774637,0.65124,2.319605,2.053826,6.647586,-0.7195421,8.704119,2.9107246,-1.3495167,5.436041,0.5359443,1.8661398,0.6764174,-2.066321,0.5803626,-2.0250955,-1.4986743,2.101346,-0.09107162,-0.84632,-5.2089367,-3.7033389,-5.0102396,5.3785,-4.0069127,-2.984665,-4.1369348,-0.12648992,-3.997589,-5.842013,2.7614675,0.5129271,-7.973892,-8.967533,-5.587698,3.8977323,1.6894091,7.741703,2.2605453,-4.4034076,0.19600621,0.7246706,-4.6306524,-3.47866,-0.38232562,-3.3702505,-2.0091588,2.5353825,3.620861,-8.229209,7.705246,4.640912,4.814782,2.8457546,-2.8303,3.4737885,1.8577576,-1.1914794,-2.2368422,-0.48097533,-0.11139896,2.7421257,-3.1712093,3.6189473,-4.4913855,0.50485563,1.1892012,-3.6438365,0.5122785,4.9573026,0.09596764,-0.9414002,-4.8262186,6.18692,1.7216339,-1.8770161,-4.843007,-2.0979464,-4.801451,-4.403669,-0.35119668,2.0681138,-2.924312,-2.3997176,-4.3704495,0.35462442,-10.881114,5.7988935,0.46661392,-2.1895938,0.16010776,0.5109007,-2.3521376,5.154807,-2.295165,-3.737646,-1.4584738,4.6237392,0.052763503,-0.70476675,2.916649,-1.6540781,3.2309585,0.7468017,-0.99625164,4.4909854,6.333981
swore,0.41998908,-8.428524,0.53120166,2.6700275,0.8326395,4.843405,-2.8990166,2.049455,0.03039727,-5.444173,0.29948628,-3.4798713,-1.3420092,-1.680814,-1.8420807,-1.4758716,0.67229766,2.5854433,0.87472326,2.1105206,-2.2030916,1.004512,-1.2006943,0.7828,-1.4849634,1.076489,-0.914946,-2.372559,-3.1679053,-2.1275065,0.918757,0.6206015,-2.5635936,-2.2892041,-0.77659154,-1.2177367,4.6800942,2.9948585,0.87626004,-2.9708428,1.2595048,-4.356034,4.067135,1.3894926,4.3850164,2.630977,-2.7189095,2.0987957,-0.37326536,-3.523799,0.18511432,-1.150532,1.6505663,3.5586188,-3.869217,-2.4454463,-1.6088655,-3.4373293,-1.5735747,0.6975777,0.7096532,0.08996549,0.4227969,-3.9735067,-0.21055499,-4.272026,-1.1698147,-1.4752338,-1.3104737,1.4005332,-0.04221184,-3.721937,3.4315093,-0.950096,-2.273455,3.3112178,-0.26182097,3.0805523,1.8138225,-3.4501517,0.64311236,-3.1606078,-1.8015622,-0.4038203,-0.34706423,0.6038109,1.9384385,-1.9893252,-3.5945961,-1.324024,-0.32579726,0.5866472,-4.905335,2.1199732,3.558399,1.014709,1.8824424,2.9790285,1.3870761,1.5938694,3.074148,-3.4721396,-2.634862,3.9380982,-1.1242325,-2.657429,1.6477246,-2.5212073,-0.91041666,0.18141998,-1.1515561,1.6696423,1.8670739,-0.9161601,0.6985102,-0.19057633,0.7723058,2.5416946,1.978374,-1.0387028,0.7459244,-2.9215717,3.9780588,-0.8175076,-2.1246216,-0.27910867,-1.7767948,-0.3105904
sworn,-3.920939,-4.9967647,3.9346595,0.65530294,0.22124445,-0.9815801,2.51357,5.390409,5.267623,3.0339186,-1.4376258,-1.9886851,-3.3780677,-3.4706213,-5.7437096,-6.9899716,-1.5790044,-1.8166878,4.3883653,2.270475,-1.418176,2.1694143,-8.329533,1.8806652,-0.57393986,-2.953083,-1.6011306,-4.3035684,-5.6749253,-2.9469116,-5.9158745,-2.767064,-0.48461086,-0.42583135,1.7091645,-1.5483862,-0.20207894,0.92313,-1.9487505,6.117815,0.81040704,5.250114,2.0254848,-0.74371344,0.4293837,1.9121811,-1.4754425,0.38078454,-4.832502,1.756121,2.6283839,-3.3754957,4.8354244,3.6276886,0.116016686,4.8651924,3.220308,-3.3710938,4.783834,4.195231,0.060852796,3.210335,0.43677416,-1.0885936,4.7685533,3.768521,2.4851823,-1.4582982,-0.115071826,6.6109633,1.5410903,-4.757548,-7.3972926,-4.3476,-0.53235614,0.7271335,4.88441,4.765009,4.107118,-1.0937681,-2.287681,2.4033105,2.5896776,3.3902378,-0.74624324,-1.9085592,6.806048,1.5993094,-5.8032727,-3.5860248,6.684803,-1.2105631,3.8978217,-2.4834886,0.5405119,0.98805064,-0.048086323,2.0033863,0.7405705,0.98183763,-2.8787932,-0.23964807,-0.80808973,3.9563336,2.3737118,2.1364248,-2.6457438,-2.8624659,3.6980925,5.1435084,-1.7011076,2.6688998,-0.89017475,1.8016664,-4.893445,0.77792096,3.0878618,-2.314422,0.67406833,11.925989,4.9123178,4.3708,-4.7647266,-8.205855,4.8782964,-3.464053,3.6743662,4.49238
swung,1.262544,-3.670571,0.2862831,1.9382483,-0.14313948,0.5915366,0.8252489,-3.5797207,-0.3493026,-1.9057819,1.0026945,-1.1351184,-1.4002814,0.28418946,0.12777318,-0.036054205,0.16273512,-0.827216,-0.34542638,-0.075296305,0.9991042,1.4518646,-0.61963195,-0.6719914,3.468854,0.40800595,0.2414736,-0.9485298,0.96919554,-1.595213,1.4132729,-1.3349929,-2.3228781,-0.66393995,-3.3789809,-1.7640998,0.718598,0.8402902,-0.12063958,-1.95706,-2.238536,0.2625818,0.36737433,1.1583569,1.4354604,-0.122339725,1.1975709,0.049885895,-1.6878831,-0.3254321,1.9169438,-0.8280523,0.3152624,-1.6113219,-2.5012875,-0.22025666,-1.3000177,-2.9049778,-0.622338,1.8527439,1.7359152,-2.5160964,1.3711747,0.61433846,3.9020624,1.5309601,2.7796745,0.88067883,-0.6385079,0.5544743,-2.7963016,-0.6822825,-0.7239014,1.1500233,1.4560118,0.077367455,2.0626369,0.58032566,-0.75034475,0.33188868,-0.2862522,0.3452806,-0.38733083,-1.6055198,1.4111937,-3.4034262,-2.0966382,-0.50600654,-0.95840144,-1.2444927,1.6439362,1.1295631,-0.5135018,-0.31605858,1.6210884,-1.0713644,0.4615136,-0.78644615,2.192838,1.0113668,1.1983929,2.5268738,-0.50408113,1.8152854,-0.11418078,0.71809065,1.3787117,-0.39136758,1.2104803,0.38412997,-0.091681495,0.9892933,-2.4853916,-0.3160835,0.5123189,-0.08514747,-0.26057732,2.5629983,-0.81589955,0.40341806,0.21138306,3.2607727,0.600576,-0.099671446,0.36301163,-0.19525972,1.8647416,0.38932607
sybill,5.9060087,-1.0661464,-3.4166787,-4.8408885,1.317423,-0.3421252,-0.08641863,0.98677456,-1.0182363,3.9869773,0.8762459,-2.0270584,3.700188,-2.17214,6.950293,-4.097116,0.15344518,1.7994132,-1.1626247,-0.41446555,-1.1744373,-1.582046,-2.1153176,3.7887752,-1.669197,0.07765172,1.6438727,-6.770562,-7.5515785,-1.5944512,-1.5415517,-0.1812954,-1.2890024,1.7014223,-3.9162855,7.015035,-0.12615223,1.8784372,-2.078537,1.2502433,-7.5997686,2.2078528,-1.3972269,0.16455582,2.9629858,-2.2540262,-2.259972,-2.3650472,-1.2036334,-5.2524366,1.1379856,-1.7460902,-0.108360544,-2.7370467,4.972813,-0.45191622,-6.3020477,-9.193547,4.307352,5.3517356,1.0227484,3.137767,3.620581,-0.4838179,-2.699321,-1.6416928,-2.9056385,-3.1441162,4.0488935,-0.25276852,1.891443,-2.7602277,1.4027319,0.41377252,-1.3841729,-1.9399867,-0.26397154,0.7181029,1.67381,3.5094829,2.486273,1.3011286,5.397353,1.9942732,-2.3225105,0.4951798,-0.556683,-4.0559583,-0.60935336,-0.4421669,-0.7264298,3.9980192,-2.5824301,-2.911647,-1.5142263,-2.8720355,1.3417957,2.4537804,1.2360016,0.09353791,1.097722,0.67606705,-0.5504403,-4.071599,1.5736065,4.680527,-1.4929655,-5.098495,-3.2283459,-4.3020477,-0.87252426,-1.4816014,-0.36777353,-0.9874519,2.4665508,-0.39924794,-2.4895365,-3.2254825,-1.9274938,1.5576687,-2.5811198,0.64673144,1.8652781,1.8881736,-4.863743,-0.016990634,1.1008747,-2.5786333
sycophantically,5.4968095,-0.32628533,10.150526,-1.0326549,-5.531625,-0.82730454,-4.9178724,4.303343,-3.4761167,2.3514,2.2414954,-3.6287472,-4.4718237,-0.5493436,0.13382046,0.19678771,-0.24092811,-5.603438,-1.1837512,1.5907779,4.9353237,-1.084324,0.9209903,-1.8547975,4.117004,2.4330516,-1.4797747,-3.3991513,1.4576062,1.7883062,1.3061965,1.939219,1.6587521,-0.23274405,3.9152465,0.17889287,0.74556476,0.3053692,0.49080604,7.9901705,-0.43220818,-6.8391666,1.0485221,7.992126,4.2788725,5.206367,2.405043,-2.0853484,0.7224334,-3.2827234,2.7737484,1.499351,4.90367,-7.4639845,4.1329594,-7.228385,-1.4892613,1.4196664,0.04678845,2.1244578,-2.910054,0.45683965,1.9956023,3.814433,-0.6710202,-1.2454141,-2.178971,-5.088949,-1.2941049,3.5733666,1.1633677,2.68773,2.8210883,-1.9544108,8.12104,-2.9419253,0.108615056,3.491046,3.2250948,-0.07750596,-9.974587,2.3137848,1.8088468,-2.4068525,0.8019318,-1.0336312,-1.5670056,-0.87657857,0.9050553,-5.539279,12.024025,0.52143663,2.8159015,8.031053,2.0463188,-0.9753098,8.299989,5.0008116,0.31910416,6.646181,-0.48975387,-3.0255315,-0.710303,3.5790918,-1.2990761,-2.142758,5.170082,0.71827066,1.6204808,1.7028365,1.663129,4.7735467,-3.6712556,2.438434,5.30288,3.0232675,-0.80839807,-0.9233038,5.0733967,3.9082494,1.0554847,0.3921854,2.3251386,-3.4677174,-4.467457,9.233673,-7.6028666,0.7836608
syllabary,6.942612,3.5845163,-3.9859593,2.685397,-7.824083,-1.3434111,-2.901703,-1.5933387,-0.92781186,-4.4535627,0.93176454,-4.5399837,4.10936,2.8289258,2.7949295,-0.35495424,0.49064374,-5.4520206,1.3017938,5.832042,-5.7642994,1.7917862,4.4561653,-12.019671,2.4050207,-9.125346,2.4187567,1.0894067,-5.2678995,-2.3336384,-0.8288563,5.5482545,-4.58657,-6.22829,2.0933163,-4.5383306,-0.2936781,7.6716747,2.3013911,-8.808721,-3.9432766,-0.23532784,3.7006476,3.392333,5.1607604,-8.928685,5.457658,-3.790351,0.5443315,1.9039018,-4.1845775,2.19928,0.3130991,-0.061772563,3.9568975,-7.9212146,-6.059836,0.9297024,-9.181355,-2.5904613,-3.8235083,4.4652004,-3.323441,-4.4347053,3.144572,1.7822024,3.317606,-4.2796717,-3.0354617,-0.6536794,-3.6564689,7.9083962,5.7500215,0.35750213,0.76213604,-4.433738,-1.4214458,5.452674,2.9086547,-5.209153,2.671442,5.4537067,4.6148214,-6.903541,6.348546,-3.0492318,6.3242626,-0.8824619,-0.13077182,1.0252757,-3.56668,3.823213,1.5512471,4.1281676,4.8854847,3.9929261,3.5547304,3.284668,3.510174,-4.232936,-3.7714586,4.016167,0.3254746,-3.4912539,-7.9456425,1.7532136,-3.545364,-0.1951567,-2.1732414,-0.39235848,2.6514122,2.0448935,0.56813717,0.035161182,-5.04199,0.20478673,-9.6961775,0.71755904,3.8569632,2.5660145,6.121558,-1.8764374,-0.6181645,5.259601,1.3684435,-1.3594198,4.51667,-1.4281819
symbol,-0.58609957,4.816457,-3.3012178,2.3496695,0.820138,2.8179858,0.17281203,-8.373229,-3.9945412,4.676595,2.4380064,1.6275812,-0.51430637,-4.328553,-3.4540153,0.95945245,-0.09174443,-2.608835,3.3904178,0.44083962,-0.96318436,-7.794981,-1.6318333,5.5295167,-5.0163555,4.545069,-6.750182,4.384828,2.0684884,1.0051669,1.8675076,-4.193714,0.50718707,3.7298505,-1.0720257,-3.1394649,1.0083792,1.4014902,-0.059438042,-1.9433535,-1.1000586,-3.2729232,-3.7607641,0.2807046,-1.4859664,4.0021763,4.8899684,-1.3232263,2.6294253,-1.8232706,3.3947053,2.0002499,1.5490388,-2.5890968,0.39145377,6.2780256,6.6091876,0.47910362,0.9688422,-2.9610684,-0.7724582,-1.1091609,-0.24941988,-4.353413,-2.3485367,0.58228827,-0.06528256,-0.043270882,0.23716141,3.138664,-3.7883074,-1.380561,1.0793831,1.5256107,-1.3072503,2.223624,2.594154,-2.7876,-4.110186,1.835432,2.283467,1.5107584,-4.773606,-0.80213094,-0.32459238,0.03315586,3.1097038,-4.36815,-3.2668204,-4.0221553,0.68490946,0.023118328,2.0489883,-2.1086624,-5.8143144,-4.2876654,-0.4217324,6.089438,2.234215,-2.8709738,2.0569997,-3.270532,0.295364,-1.470638,-3.2027593,3.0933976,-1.4542793,-0.22230339,1.2438462,-1.4143034,3.2327683,-0.86003995,-5.185981,-2.9361649,3.889433,3.5190346,-0.921973,1.6603459,1.9620475,2.899088,-1.7669543,-0.46058768,1.6413043,-2.3399713,-3.187954,-3.05383,-0.85780233,-1.3422798
symbols,-6.027888,5.3020234,-1.6096021,2.5763164,2.531494,-0.3025777,-4.88026,5.0066347,6.2081532,2.6076956,1.5239204,1.1140184,0.1449172,0.54563946,2.515772,-1.2710572,-0.4663924,0.003744434,-4.0494804,-3.4775949,-2.4465942,0.022535827,-0.022217793,-0.27168187,-0.9825023,4.3708477,-2.26386,1.9426045,-1.1064259,-5.907119,-2.1906729,-1.5853382,1.132468,-0.030941186,-1.7907199,2.781841,5.2475367,-1.8049889,2.4583714,3.1796906,4.6311936,-3.8753216,-0.10947792,1.4416628,-4.1999216,-1.9391823,-4.5654516,-3.9946232,1.6188208,3.5116904,2.3262277,-4.461524,-0.2397635,7.0991945,1.4981064,4.652499,6.5782294,-3.5573792,4.9985747,-2.8765066,2.9548953,1.8639148,3.873151,-6.296644,-1.6019722,7.562385,-0.4623212,-1.1968524,1.0917864,-0.93132573,-3.96181,-6.5853453,1.3830069,-1.4565656,3.4733992,-2.7963371,-0.81330824,6.810988,8.393214,4.1416793,3.2077377,0.42311087,-0.7445259,1.8143177,1.0864521,-6.4081316,-0.084243156,-1.0428559,-1.6134337,3.804907,4.0576763,2.3265343,-0.2780512,1.7116197,12.528269,-3.5486205,0.7164771,-0.29555178,-1.3452698,-4.9416924,1.8886846,2.8149376,-1.719231,-0.29734156,1.5174563,2.4070024,-0.18999675,-1.4436198,-0.96863556,-7.6959195,4.0745325,-0.47272727,-6.1989408,3.3800592,-11.833716,1.8041182,-3.3114686,0.36871707,-4.404742,1.5216336,-6.077231,0.09944397,-0.5939908,-3.2092047,4.9893494,-2.5986943,-3.2700994,7.457877
sympathetic,5.896809,-2.7626274,1.4248017,10.328022,4.5521197,-2.797328,-0.68590844,-2.20764,-0.20905326,3.5467281,5.4044337,2.1219165,-6.15552,-4.7122808,2.5201268,-0.75944024,3.0417616,0.6883495,1.655473,4.9500685,-8.251133,-1.5334556,-0.5303169,-1.9064487,-3.289246,5.149243,1.5403372,-0.9311656,0.6142386,-5.3570848,1.6756439,1.0859852,2.7491055,-2.7389681,0.69554764,-0.5952662,0.14594749,2.5880873,2.075238,-0.10773473,-0.25261462,5.9062405,3.9795911,-1.1780223,-0.007030475,-3.822998,-1.2513518,2.395982,-4.266297,1.7233394,-2.2600305,7.6834545,2.0525534,-1.9364437,-3.5137806,3.1130219,-0.46384564,-5.2408075,0.9010808,0.19337499,-1.0915381,-2.8017542,0.44910115,4.6306257,-1.072047,4.6330266,-4.5808554,-3.856338,-5.3777895,0.002085103,-4.5757265,-2.4631565,-4.330976,-0.5147123,-0.903463,-2.1168928,-1.1638144,-3.4577723,0.56916106,0.2241317,6.321227,1.1295193,0.40806493,-1.7617911,0.8802344,1.4333326,-1.0802143,-1.4054831,-5.1722593,2.6215944,2.2132123,2.5778584,1.6733562,-5.4496565,-3.38147,2.5040805,1.8441036,5.662609,0.5237044,-0.08188207,-1.9162353,1.1292673,-5.893905,-0.07453867,-1.4544648,-4.394856,-1.7228138,-0.082766116,-4.508034,0.5358465,2.5482519,0.50630254,7.538824,3.2089193,1.8927658,1.9676274,4.9455137,-1.3643138,-0.36817405,6.6968064,0.9035555,4.0484276,2.8276699,0.5466288,-2.9811647,8.291141,3.2108898,5.791778
sympathetically,-0.06239378,2.443881,-4.202891,1.4606911,-2.9054139,-0.96223277,-3.8975954,0.6425547,-2.1927428,-5.730453,9.524287,-0.6905492,3.0306613,-1.0994587,-2.4414608,-3.5942748,0.93518347,-2.1389687,1.2305052,3.0548987,-6.1923885,-2.9533975,1.822972,-2.9740398,-1.9053092,-5.849509,-0.77836674,-3.8860073,3.8257592,3.8340213,-0.08160112,0.2330284,-7.5931334,-4.1616173,-3.490598,-4.6792574,-2.5256383,1.7629688,6.181281,-1.2603123,-4.679603,-4.929541,-5.9983926,1.7587644,-6.056111,-0.7097979,1.8227643,-2.314537,0.1423884,-0.8643575,-2.5099123,11.135262,-1.2101963,-0.93017405,-2.9442763,-3.5643208,2.3927062,3.9508703,0.12773709,1.3055882,-0.38723946,1.606235,3.4889975,2.1513767,-0.8817765,-1.6297156,2.990236,-0.5142314,-6.310171,2.9921873,1.2677106,-6.3553724,-1.5921934,2.8061717,0.2941495,1.4807462,-0.6981649,5.2765117,0.90998816,1.7481226,1.9904954,3.9024947,-0.52929306,-0.0668856,-1.5400952,-0.3898643,4.114442,-5.6011972,0.16982368,-2.539949,3.9240992,2.7647564,-1.4977325,-0.9808983,2.397422,7.6177745,4.679131,4.2121925,-3.4729948,-1.8146307,4.795609,-9.072175,-2.324703,0.36960176,2.4482787,9.757998,4.006531,-6.059663,-0.3101978,8.070048,5.757117,5.56789,2.7143974,2.9751797,-2.2339265,6.1176295,0.23600197,2.274771,1.175793,0.73743784,5.5550013,-1.9385896,4.1513886,-9.154818,-1.1721392,0.84978837,7.913482,0.76333255
sympathy,-2.3799863,-0.7846051,-0.90571207,6.098592,1.1181564,-2.4440608,-2.578877,2.1966026,-4.3871074,6.966499,0.59914917,-3.1777124,-2.84699,-6.145403,0.03698329,-2.0654204,6.5978594,3.0375197,-3.536877,4.288433,-3.643023,1.3646375,1.2750813,1.6794901,1.250512,-1.6231488,-2.1504855,2.9069374,-2.150404,-0.4655745,-0.057752583,0.28538415,-0.24662733,0.18810797,-1.4321457,-2.0214283,5.1306844,-2.6574292,-1.0339091,6.1094604,-2.7746472,-4.8074017,1.734601,0.3731696,-1.6905618,-5.175221,-2.184043,-4.8089423,-0.7675157,-4.0207067,1.0536867,2.416932,6.3189874,-1.9129379,-2.229469,-4.456571,2.9623966,4.4426637,1.3442546,-3.0989506,0.8321729,-2.3161821,0.93059397,-3.1798058,-2.675793,-0.4268356,-3.966466,7.6760964,3.41637,1.215262,-4.078448,0.98977876,-6.100185,-4.242583,6.2416406,1.0480516,3.1263547,-3.6042094,-5.7427516,-9.445492,3.3674414,-3.3823028,0.49471313,-2.1450393,0.066366896,-1.43026,-1.230626,3.8400707,-0.84967756,-9.117738,-9.045542,-0.8189552,-1.0983803,-0.7173662,-3.9803743,-0.36339784,0.797964,3.474192,-2.7347994,1.1884547,-2.4586282,-0.4417824,3.9716601,1.1012409,1.5034024,-1.979212,4.875285,-2.1746564,-4.493835,-0.8090169,2.4941442,-1.3404877,1.410986,-2.7953486,3.0624342,5.52266,3.202389,-2.0791008,-1.9026651,0.09994526,-3.9995115,6.4077506,-0.9239302,7.115183,5.7532787,-2.4800107,3.628171,-7.1355433
