,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
acted,-0.48457292,-3.7108371,-1.651127,-1.5116785,1.2462493,-1.5517629,-2.2789845,-0.8356871,2.4949515,-1.7255008,1.0996938,-1.1815428,-1.4114587,-2.8806849,0.018492354,-0.63484037,-0.6748437,-0.5412595,-0.87335724,2.6056821,1.2179552,2.1593485,-0.91366994,-3.92572,-1.1169397,3.3440042,-1.8989224,1.4968827,0.9878542,-1.3879691,0.024449283,1.3916945,-0.89526635,1.5849106,0.7255807,-3.5839365,2.3533227,3.718261,-1.5935763,0.66594714,2.552486,-0.6089959,-1.3388705,1.0912617,2.1913705,0.37096593,-0.80004686,-1.5420424,-1.470655,-1.1098605,1.0748991,2.2686634,0.5609515,0.20386437,0.21934171,0.18348372,1.4381623,-1.2558862,1.7620732,-1.4159281,-2.0308933,-1.5888071,-0.5692204,1.3739843,3.8185606,0.9604676,-1.3108573,-0.3267859,0.77814585,-0.31405148,-1.9140319,-1.7896613,4.0753183,-2.8060348,0.006127501,1.9391403,-0.43892646,1.700244,0.5068098,1.1604575,-2.3162518,1.8522177,0.44295534,-1.8101004,0.55539924,-5.457329,-1.308723,0.59671956,-0.9711748,0.13276143,-4.2224216,2.7962978,0.51056904,-3.7817845,0.6472071,-4.247135,1.6084399,0.9674205,0.023533905,0.77231693,-2.7720218,-1.067016,4.100574,-0.5988872,3.3761752,1.2012875,0.6926143,-3.2612078,4.955357,2.2875972,-1.6809092,-0.16116762,1.0203627,4.1877427,-1.5739567,-1.166237,2.7431078,0.06595443,0.09497049,-0.74743575,1.0808644,-3.2183642,-3.5540028,-2.2730236,0.967068,-2.9985788,2.3376536,-1.9448894
acting,-1.2204188,-3.6565661,-0.4568354,-1.1935035,-1.7382632,0.45574957,-1.0192343,-2.4978728,1.9992459,0.7540627,-1.3878955,-1.5114281,0.070861585,0.6122246,-1.3134173,0.18036385,1.5393778,2.5961983,2.143033,0.4675085,-0.60599387,-1.2853562,1.1595849,-0.54949266,1.9150323,1.8516192,0.33998904,-3.8400629,0.09093571,1.8441861,-1.1644306,1.1014413,-0.17999691,2.4614325,1.7092427,0.95385575,0.030830478,-0.6115456,-1.4921161,-1.3544433,-5.034229,0.13490511,1.4760691,3.3504324,1.6497283,2.884283,1.4831746,-0.15336992,-3.0466688,-1.6249919,-0.75536823,1.4243865,-0.2934491,-2.208877,0.36529315,-2.7133343,-0.6783562,-0.9815734,0.68612766,0.3260424,-0.924309,-0.11375717,-0.528073,-0.4574627,2.800265,-2.3087234,0.44729763,-0.7607875,2.3229797,-0.028619455,-2.1873968,-1.3205389,0.01890307,-2.2002358,1.6569564,0.22983807,-0.21990164,0.92583746,0.10933913,3.3395724,0.21434951,-0.51647824,-0.8768251,-0.10023409,-0.8557588,-1.7930754,0.26006764,-1.5445346,3.7696044,-4.876553,-2.376876,-1.8070627,2.5036483,-0.72846574,0.52438533,1.0334862,-1.9491981,0.47113115,2.9863036,-1.7328088,0.8752509,0.9431415,-0.30221623,0.32815588,1.7692991,1.6178309,0.29811233,-0.1946838,1.4692646,1.5587583,-0.23380186,-1.0556468,-0.43490437,1.8330843,2.64952,-1.1066382,3.74354,-3.1628354,-0.74411345,0.33153734,-3.168917,1.2860163,-1.0765747,-0.42355177,5.942857,-3.4389396,1.8188862,-3.2996814
action,0.2359692,-3.5437782,0.15043782,1.8651334,0.08833875,0.9691991,-2.1981585,-0.80659187,1.1002957,0.9392755,1.3085979,-1.698112,0.33352178,-3.205171,1.1216949,-1.9296337,3.555359,1.0160939,1.7970605,-1.7579664,3.7828417,2.097342,2.8167186,-0.65710586,2.285269,1.6820754,-0.52601355,-0.10846321,0.7478553,-0.32804367,0.47714782,-3.0754046,1.4955717,-0.33081585,-1.4686247,2.4905949,0.3016562,1.1079718,4.146222,3.0336156,-3.4349728,2.0867968,0.10299503,-1.3529986,0.40393165,0.39237443,2.767485,0.6274004,-2.7956781,0.9702898,0.46589336,1.938217,2.1307812,4.605249,2.632511,1.8868148,2.7758915,-2.6202989,-0.555619,1.2616519,-2.2543406,-0.647676,2.114927,-1.9890896,0.11267865,-1.8547199,-0.6781714,1.1200287,0.5240174,-1.7250336,-1.6368583,-1.7285044,-0.25266904,-1.6305021,-0.6493504,3.6635962,-2.0167193,0.20740074,-3.9744968,2.5789552,-1.6568041,2.8495455,-0.3492537,-6.2456255,-0.9988305,-3.3433657,0.1872426,-1.6393207,-4.563391,-1.8288512,0.9787573,4.3952117,0.98759174,1.7134105,0.4965206,-1.4541487,2.4825106,-0.08197308,-0.39159128,0.33904767,-2.8650625,-1.5770911,2.1503723,2.0104442,-2.2076817,-1.1060754,-0.38300443,0.06630378,-4.3823705,-0.28556684,1.0459338,-0.05785999,1.9492872,-1.5998638,0.4472288,-3.1591222,-4.652769,0.8829397,3.7327893,-0.117574476,3.3876534,0.57999206,1.161597,0.7433968,3.077488,-0.22032717,-3.9934475,-2.6251843
actions,0.9315406,1.1520479,0.19801247,2.0268853,4.1018443,-3.1475155,2.2186537,0.3704814,5.31419,0.6091852,7.909886,-4.614852,-1.3294744,-4.398377,1.8532337,-4.147437,4.1385965,-2.8428082,-5.246253,3.8878632,-0.7703375,-1.4095992,-0.87729317,2.456003,-4.308702,1.3634856,-7.224582,-1.86741,-4.1161685,1.1213586,-0.5960658,-5.9355645,1.1012411,-1.3695586,-2.837462,-3.6831367,-3.2821379,-0.43829724,0.66538423,-0.19800338,2.1860871,-3.4973474,-0.16424434,-2.0752285,-1.5511197,-4.412877,0.58766645,-0.8567306,-3.253074,1.5751946,1.532404,7.7453084,-1.972974,-3.6857572,1.594133,-1.1831566,-4.8997817,1.0291095,-7.4256864,-5.568646,4.7799973,-4.5178385,1.110643,-0.93332845,0.9530792,-1.0426838,3.656951,-4.3975015,-3.0790744,4.119495,-0.5682823,-3.1962094,2.3541505,-0.2650847,4.591243,-1.301075,2.2973874,-2.1857343,1.4577184,-0.7808583,5.092042,0.59173316,1.7125661,-0.37918192,-1.9402643,0.8650497,-1.1560087,1.4319811,-4.089134,-1.4118687,-2.3160312,0.9556009,-2.3694775,2.6318414,1.8339709,-6.8590794,0.2971731,-5.8073773,2.2295923,-9.183173,-5.7935715,-8.122098,0.13636206,3.6625648,0.28038192,2.397199,4.482923,0.075124666,-2.9436028,-4.1627407,-7.9750695,1.1859633,1.2602096,-6.5623846,-4.2190123,2.5666506,0.8043125,-5.370312,2.2230868,-1.1513929,2.5087588,2.6423523,1.1980318,-1.2766528,0.114124164,-5.2634077,0.086946316,0.74863577
activity,3.915487,-2.1608067,0.15879928,-2.9969854,0.22996025,-4.8950763,2.197075,2.1347384,0.32002118,0.43735403,4.7333584,3.0995076,-1.4820873,-4.2989163,0.7854836,4.2998238,3.311673,0.7794294,5.6664567,5.2162404,4.0330386,1.7372347,-0.5084666,-4.0207386,3.3091428,4.414927,-2.603906,-1.0856497,-1.3032867,4.437252,-2.3363142,-5.1693487,0.3222387,-0.26949236,2.8696208,-1.1667475,-3.3128133,1.8794483,-7.9925027,-1.0729724,-5.386435,-9.262794,-6.616002,-8.769312,-2.868659,-0.6010774,4.7632422,1.0103453,1.8350132,-2.713609,-5.69407,-11.37109,0.88592833,1.3609895,3.9540818,11.030448,1.2329452,-2.365332,1.8971696,-2.4826818,-4.863308,-3.8444498,-1.3488761,0.653916,0.8499023,-0.1296104,1.979542,-0.33940154,1.6718599,-2.224877,-4.254645,-2.0803916,-5.3347383,-5.573171,-3.4787774,-0.5049899,-13.702532,-2.578031,-0.53468806,-3.8395727,-3.5000508,2.8311343,-2.663122,-3.8268597,2.4967842,-5.6722536,-0.8999494,6.3149996,-0.27914846,-4.3977404,0.33528748,4.183826,0.8923131,-1.3551031,-2.3673816,-0.90360475,-2.4444976,-0.124156415,-3.9822178,-4.0964413,2.1079688,5.0206885,0.23898248,4.396484,0.21630637,-0.3297365,-0.28031892,-4.0110016,-3.9393976,-0.08830212,-10.134952,-2.310236,-1.5779296,-6.2687354,6.3031325,-0.48293868,-1.4701526,3.4467568,-4.2513466,1.2170922,-2.7066145,-0.05672123,-0.980116,0.53538734,-0.9643747,-0.46355247,2.6162055,5.3531127
acts,2.9871278,-0.26076114,0.4263998,8.0096855,4.2260456,-5.1938114,2.131384,-1.959538,3.567785,-7.0882754,2.8730564,-3.8490937,-2.2762764,-5.001396,0.9417277,-3.5339768,-2.7382953,7.259361,8.119673,-4.037678,0.30217785,1.1428984,6.494757,-5.5361304,-1.8678378,-3.2623966,3.4309053,4.571378,8.444191,0.8631417,1.1043469,0.83455235,-4.447305,-1.76478,2.4155426,-0.14685489,0.6529752,-1.1382235,0.22429457,0.5954403,-0.16435121,-2.2315876,1.797176,1.333525,-3.9147243,4.567525,7.4945893,-2.8052094,-7.2586436,-3.9337342,-5.526934,7.6571374,-3.967521,-4.5607114,0.68689626,2.9940157,2.009047,2.4376163,9.034886,-3.139663,-0.046656128,2.0615776,-1.6843162,2.4667206,-4.0478573,-2.1036,6.364459,0.08099291,-5.556765,-1.9499385,-2.4327686,2.491337,5.1917706,6.3200707,1.4961547,0.39136356,6.2325597,2.4817493,4.063058,-0.9819208,4.089496,-0.8206642,-3.412413,-0.5929274,6.689019,0.69942766,-3.2319481,2.6394,-3.4543693,-0.8344144,3.1236289,3.0808282,-5.9155965,4.541945,-0.8619185,0.61719215,4.0777836,0.5895318,3.857999,4.328999,-4.3159432,-6.2443285,4.376359,-1.1431439,8.29791,3.3919237,-6.5389023,-5.166472,3.7135127,-2.2807329,8.54687,2.5917797,-2.6104147,1.7169867,-7.1870885,2.5306573,-6.285074,-0.33587974,7.9848137,0.5527383,0.82522273,-1.9905217,4.3827996,-0.13626394,-1.4936243,-2.7392514,0.8406412,1.2896206
actual,-2.5952897,0.6388324,-0.3180931,-0.5378462,6.312566,0.22021532,3.4000142,3.052591,-2.0971417,5.84377,-4.417209,0.06978053,-2.2146564,-0.4970699,-3.8616686,3.9072042,-5.4981875,-0.37674215,1.4532773,-2.8325136,5.2782183,-6.4889975,6.9909863,4.367427,-8.607551,5.9794273,0.5756921,10.5252075,-4.0634503,5.800101,-7.700368,-1.9744176,1.9682174,-1.6043551,0.16530359,8.917931,3.2463415,6.536303,7.3265457,1.409867,4.5653124,-4.1707745,-2.0680165,1.8255339,1.5813957,4.158613,4.685939,-2.6596873,-0.9176836,-2.5225794,-0.5365449,4.1654983,-3.7756135,3.627792,1.140235,-0.49179393,3.400975,-4.5543876,2.9704237,-10.909512,4.2582593,4.675828,-4.3381114,-1.9710642,-0.10496022,4.908995,-1.7931582,2.426398,0.24587594,2.4999046,0.37562257,7.7334847,-0.20258391,-5.831059,5.1551514,-0.3357781,-4.4090257,-1.1756155,2.492894,5.430558,1.9815367,4.482934,-1.5051719,-2.8729548,-1.2041314,0.5283766,-4.999798,-6.6501355,-1.9682692,-0.8696914,-5.871395,-2.0307474,-1.1653533,3.1327217,3.8512053,-1.8924929,1.2462263,-3.868912,-1.8993889,-5.0093884,-2.821712,1.2776281,3.6741993,-4.316549,-2.5036132,4.276043,-10.142907,-1.9661208,0.52263975,-0.767996,2.2650812,4.7295833,-3.0711913,-0.46685255,-2.5273843,5.043892,1.3006704,-0.018353585,-0.37558255,0.21867333,0.5993509,-1.5204337,1.5750577,-4.5800886,-2.3816254,-4.264812,2.7474089,-3.6381419
actually,-1.2804174,-4.407456,0.06316405,1.4187822,0.03307586,-0.26702684,1.1686413,0.54474604,1.9602685,-0.60263866,1.8432409,-1.8933882,-1.5576769,-0.9412419,-0.9605267,1.1112897,1.2476784,0.51099944,-0.031518225,1.5938407,-1.2809527,-1.6488497,-1.564029,-0.04389882,-0.60166657,1.5391145,-0.48734602,-0.61097336,-0.41348293,1.838049,1.2815874,-0.74427754,-0.3474469,-0.5159165,-0.6173225,-1.6165869,2.4495091,-0.2394639,0.78698415,1.3776566,-2.0537314,0.54135245,-1.4481646,0.7136141,-0.623065,0.74353856,1.1608584,-0.2864931,0.18872233,-1.9720455,-1.1027724,1.3661565,-0.8091159,0.6247752,0.008027672,-0.91883785,1.5159981,-2.5080462,0.31431156,-0.6117309,-3.031987,-1.4298965,-1.4681971,-0.7296205,-0.49686268,-1.2826833,-1.5485475,0.6009357,1.7635249,1.0343169,-3.0750582,1.4695371,-1.419706,-1.4269491,2.7391648,-0.83198863,0.85503596,0.7261641,-1.2922168,2.4453154,0.17570671,0.5458371,1.5680099,-0.095938414,-0.8492357,-1.8500249,-1.4609306,-2.6357179,-1.6181815,1.030725,0.02369067,2.149972,0.6371971,-0.842223,-0.6931329,-0.55645525,-0.100200206,1.7024261,1.9460638,-0.010351784,-0.52658296,0.6268821,0.6513831,-2.359758,0.25003982,2.1433206,0.8220463,-0.9349974,0.40142027,1.2809393,-0.42308107,-0.7071165,-1.9353162,-1.5911301,0.35720536,-0.08884935,-0.52924323,0.6978755,0.6273263,1.3605115,0.2211186,1.3453997,1.7526374,0.7291101,1.2957908,-0.046055347,0.51733464,-2.256011
adam,-5.0262265,0.12110368,-0.5558229,1.1251303,-3.1293538,-2.953368,0.35154957,5.2597175,-5.03171,-4.187809,0.6596855,-3.0448875,0.90791786,4.6308265,1.6014498,0.9440625,3.47237,-0.51989317,4.675223,1.3410032,-0.7445932,-0.07848336,0.03873244,2.7169526,-0.47012123,1.4247997,-1.0221002,-2.6609542,-0.64830595,1.5676048,1.5249789,-6.042832,-2.8893979,0.031035705,-0.043911938,-1.8164662,0.7708563,1.8585316,-1.0752656,1.7157762,-2.59257,-4.3390093,7.56665,-2.3859334,-3.1113887,2.769825,0.85305136,-4.4516387,4.2149324,3.170088,2.487854,-5.112704,0.0119403275,3.206735,-2.4118993,2.808545,0.14012298,-0.68266314,-3.3146846,-0.6559683,-0.15225062,7.106227,0.5320596,7.7692337,3.4946594,3.3857677,4.821625,3.9087203,0.36857775,-3.725639,2.910669,0.2327504,4.4101605,-3.5662277,-5.484522,-2.4112437,0.2532284,-0.13896835,0.19540323,-2.1296299,0.9705684,-1.9914029,1.0322852,2.975481,3.703462,2.5917866,-6.041406,1.9794577,0.8203114,-0.5016886,3.019337,-2.2161255,0.26393342,-4.324587,-1.4953367,-3.7361295,-6.4109693,-2.556025,2.0028286,-1.3723662,-0.41999656,2.5134983,-2.5320199,6.063617,4.177017,-1.9467679,-1.3753558,-1.1539843,1.7892979,-2.431303,0.19301313,7.1614423,-6.6832657,-0.8915196,-7.220706,0.035500273,-0.77599967,3.9449368,-1.4195617,5.571606,0.26987863,0.87030226,-2.8306987,1.3165199,-5.1296644,-2.4293122,2.2301476,-0.11736108
add,-0.5903397,0.15959282,-1.5082227,2.6677444,1.6433953,-0.7984622,1.2007451,-0.77665365,-2.6240492,-0.75069404,-0.01962415,0.6837089,-0.89163786,-1.9491609,-1.2094005,-1.4962782,-0.019135965,-0.4519546,-2.8330803,-4.409053,-0.6682936,-2.9865754,2.1542027,4.42252,1.701254,0.1495396,3.7097673,-0.2704035,2.1138985,-0.49236652,2.7497048,-0.57011634,-1.7855799,-3.9891124,2.4627204,-0.9465923,-2.183836,-0.43319273,-1.3895681,2.3706236,-2.0695531,-1.070583,-0.98711956,-1.5784775,1.1115127,2.9201543,4.9852824,2.6184864,-1.3701391,1.9077127,-0.9442397,-0.06026464,-0.6742804,-1.0233915,2.0261877,-0.88672024,-4.4551077,1.8830676,3.5070012,-2.000524,-2.8971808,0.5652163,1.3542553,-1.4110936,3.264881,2.5206153,-2.8257353,0.5105387,-1.3794012,0.9420709,-4.3241405,1.1570827,-1.9772922,-2.7055016,4.0859504,-5.352296,3.3681042,-0.2932444,-1.0118556,6.2196836,-2.308199,0.9188465,-2.8139215,5.6373305,-2.4410844,-4.440869,-2.229319,-0.9301419,-0.95849246,-2.2892573,-0.2921625,-1.4398738,-2.8194544,0.44174248,-0.29417694,0.8549353,-2.3625581,3.1314814,0.60995585,-4.40497,1.5140507,4.044011,1.2627743,-2.010713,3.903441,-0.12915507,2.2233686,-0.5437286,-1.488016,-0.25499678,3.5857923,0.5967651,1.2136068,-2.816519,-0.46764272,1.547593,2.9866753,-0.83944255,1.1928722,0.25802276,0.39847735,-2.430816,-1.2933038,-2.0554168,0.72514755,0.07139405,-0.15766308,2.732678
added,-0.40153354,-3.4027092,-0.6075621,0.8914642,-1.4916946,-0.6391957,-0.21525852,-1.3191869,0.7299577,1.605731,0.8078394,0.5746541,-0.57060385,-1.8095378,1.8800863,1.3580596,1.1881708,-0.6398096,2.306733,2.2420926,-1.260717,-0.85729635,2.204247,2.0679862,-0.31450632,1.714683,0.0147186285,-1.0810362,2.4075036,-0.25554776,-2.123633,0.3341865,-0.34998786,-1.0621556,0.115058795,-1.5005844,2.1795506,1.5965903,1.4261607,1.3893275,-1.3904612,-0.40335637,-0.00807241,0.33844832,0.5829837,-0.9228873,0.96450466,0.05303813,-0.4871141,0.57058346,0.09146385,-1.9403381,1.3596702,-1.4334387,-0.055194717,-0.6086426,0.18357086,-2.6100698,0.6964635,0.49243927,0.18571523,-0.923521,2.9597256,-0.38506845,1.178827,-1.1451874,1.1621766,-2.2303414,-0.2479598,0.6720181,-0.7037917,-1.0859244,0.8254019,-1.9742825,1.2714089,-1.9586248,0.8064965,-0.8498166,-1.1000264,1.889199,1.3780378,-0.48140857,-0.730963,-0.53020203,0.91396356,-3.3622012,-0.32620326,-2.309416,0.55475587,-0.33363387,-0.7976917,-0.6633221,-0.7531015,-0.3594567,0.57068104,-0.97014904,0.14045247,0.69321966,0.6666868,-0.04600101,0.0661075,2.2416043,1.327952,1.8652939,-0.17592672,2.7489376,-0.479151,-2.7849464,-0.83411837,-0.7449437,-1.0355079,1.273813,2.2819374,0.15225092,2.3721566,-0.33686295,-0.18657711,-1.4364216,1.4780515,1.2189995,-0.9989077,-0.082104124,-0.0631092,1.1535984,0.37240466,-1.0370291,0.4632265,1.0784364
adding,0.9743151,-2.6787343,-0.027452897,-2.193186,-1.7437212,-1.6293281,2.2803402,-0.3781977,0.98026776,6.32658,0.001154472,5.4193907,1.5183742,0.5946649,-1.8665007,2.6483865,4.6472945,1.5941344,2.744326,1.3541334,-0.6849698,-2.3927977,2.3269484,5.802996,5.4298363,-5.5751467,2.162952,0.5453809,-0.8591757,0.3716439,-1.0751894,2.154561,-3.0240488,-3.0761046,-0.5247248,-0.50696504,2.0341244,5.611279,-1.8786428,0.69373363,4.431723,-7.141133,3.5803447,-0.16458239,-1.3467237,2.4392116,4.7695856,-0.9186823,3.7017496,0.47059754,0.820543,-2.4870381,-2.255586,-3.9158456,-5.0303345,-2.1549037,1.0118918,-2.215543,0.5660581,6.7166295,-1.6268119,-0.43617326,-2.6215029,-3.2787077,1.897583,2.2786467,-0.97419107,0.07001141,-3.0709512,-1.3598723,-1.5864009,-1.6132505,-2.8494031,0.4602101,-0.9858577,-3.9695463,0.30541456,1.7118298,-3.5415313,-0.2090158,-3.8924394,-1.8946751,-2.148478,1.1384084,-6.458826,0.2031979,2.1139205,-1.8629012,-1.9679593,3.946064,-1.7362119,-6.3821387,-1.9853834,1.6048915,-0.6438901,-0.5197694,0.17127424,1.5805671,-3.4089873,1.8162426,1.8346162,-1.1769097,0.36185154,-3.8012562,-0.90999645,3.0189483,-2.605884,-3.2529657,4.1952953,-1.9274609,-1.3227721,-1.3917407,0.48208228,3.4519317,-0.22427064,1.224797,5.004521,-2.196507,-3.62551,2.0331256,-3.5106025,5.0611243,3.3406835,0.60787046,-0.21449618,-2.8150556,-1.1776817,3.9077544
addition,4.844756,2.504852,0.4128973,-0.5898731,1.7098358,6.4760995,-3.1683252,-2.2685137,-2.6369834,0.34570327,3.410733,4.683005,10.757458,4.727999,-3.9057355,1.6898819,3.1404493,3.2844527,-3.1011481,-0.9569529,-1.8261316,-0.9340032,-2.3973157,1.0547884,6.51072,-2.404488,-4.2956014,-4.5664525,1.5570157,2.5754519,2.6511571,-6.7086415,1.7633935,-3.7689104,4.074792,5.698018,-1.528807,-2.669371,-6.0755386,2.404255,-2.366762,-2.945098,-2.4749675,9.974189,0.6286824,-4.264619,0.9405555,2.6840997,-5.452356,-8.040259,1.7393783,0.63223916,-4.065173,-4.4338727,-1.2781794,-0.21615335,4.4501615,3.6741505,-0.10500662,0.946431,1.4492058,6.0935907,3.5962908,-4.304941,-3.4810283,-0.38457963,3.1636226,-4.549436,-0.87027013,0.2764887,-5.711911,-1.6135038,4.2464247,-0.58511424,0.5143136,-9.99248,-5.8557177,1.3401564,-0.542332,4.0789976,-1.1018684,-0.7818734,-1.4400626,-7.7814875,-1.9755596,1.1360933,-3.41654,-4.6096735,6.1456165,-0.68393487,5.6383805,3.3928733,3.4311996,-3.160916,0.5906512,-1.5027808,-2.8650925,0.122473665,-2.9224706,-5.1872063,-0.5171313,-7.0095553,-3.8381042,1.5855448,-3.2516387,5.5608616,4.277462,4.4578743,-2.863066,4.2336864,-1.8477865,9.271053,-8.900687,-5.520815,2.6992629,-2.7254634,1.676818,1.9157964,2.4726496,-1.8780026,0.11810044,0.559484,-0.8046109,-1.6169432,-1.9118038,-2.7314916,-3.460714,-4.443483
additional,-3.6720886,-3.9609017,-4.231277,-3.9993482,-0.87346935,-1.8028027,-3.126115,-3.7850516,2.4254494,4.1611924,1.9766414,-9.150551,4.284026,-1.4509666,-8.329299,-5.691724,-0.3295787,-1.0882732,-0.41166207,5.6648297,-2.0638945,-2.9311795,0.982263,-0.67707545,-5.7594047,-4.1514487,-1.2472943,-3.0813813,4.3733892,5.857807,3.713538,2.5636053,-2.1569304,-5.46387,3.9438562,5.708761,-1.9974895,-7.945216,4.6814623,3.1915379,-4.6173277,-3.0110078,6.7404003,-4.0169716,-3.6905398,0.18351236,7.2325225,-5.8450356,-2.5650039,-1.9147016,2.5643528,-3.8633585,5.4863157,-2.6250799,-3.4238791,-2.265148,-1.244855,-0.21521175,0.9485646,-4.6212354,3.553743,-3.0966322,-4.9824457,1.4742591,1.795187,7.1054115,-5.8457856,-3.280706,-3.42742,-4.0501018,-0.1854331,-3.991514,-0.78410196,2.574957,-1.712121,7.9222713,1.1044751,-3.1467052,-0.4852041,-4.2246995,4.752414,3.199455,-6.0745754,-1.8800747,-0.44244853,-2.6340432,-4.8244233,-1.3228933,-0.5333574,-7.1346974,1.6629404,-7.1843333,-3.0817728,6.8630104,2.990326,2.9562693,-2.9661233,-4.5643473,-1.9747611,2.7882557,-4.215273,0.4401115,-2.738201,1.6704707,5.6397,6.9466963,-2.6582334,-3.7606533,-2.146838,-2.4108555,2.2339125,-3.2745042,1.5739634,-2.294982,-0.26374367,-0.7510972,-4.805442,-0.9932399,11.0496,0.91623694,-7.960736,1.2092785,2.6805727,-0.54240274,-3.122245,-3.1921587,1.0078055,2.8587968
address,4.747835,-2.129306,-1.7670374,-2.9159253,-4.256784,0.66881764,-1.2628174,-2.7399237,-0.916532,1.3892488,2.8265667,-2.1647992,1.6324047,-0.8342684,-4.3531094,-5.118166,0.10377919,0.40622655,-0.66446954,1.826737,-1.8791574,6.2004156,-0.5883155,-4.4599094,-0.41714045,-7.4001155,-4.3198624,-1.5053465,6.0144944,-0.5611704,3.807451,4.203027,-4.0017996,-0.96817595,-1.7924854,0.87071043,6.4674463,2.8725064,-3.4252079,4.335731,-3.3457575,0.3416692,-1.6882,-2.5068014,5.3794775,-6.3638997,5.4684925,-0.6729061,0.7948832,0.54964006,2.0066001,-1.3594271,1.7108624,-3.9263105,2.4831536,3.348382,-1.2216067,-0.902375,-1.945492,6.0343633,2.404012,-2.0703487,6.0569844,-0.21293521,0.82807106,0.7271892,-3.6734583,0.4578869,2.740608,2.8988113,-0.44952497,-2.1998863,2.70925,-3.8806534,1.0450217,-1.0792366,-0.61873716,-0.85478157,-2.2609317,-1.2652158,2.631685,-4.07862,0.8807121,6.1720214,2.731902,-1.0980473,-4.8284273,2.0002482,-1.145044,3.2312303,-0.7065971,0.99136436,1.5230108,-1.3019906,4.992654,-6.720587,1.2356495,-0.47660163,-1.4705796,-1.9247942,-4.1348386,4.392343,2.2423337,-2.0439603,-1.528103,-1.2715594,-4.7476277,2.8874466,2.8339934,-3.8238835,-0.7779177,1.8586063,2.3890226,-0.4624331,0.4963697,5.441058,-0.7901451,-2.096129,0.4315189,3.6313055,-2.6540146,3.6095686,0.26528773,-2.2436,-1.3879162,-1.9549421,0.51541626,3.293507
addressed,-0.25660074,-3.5020237,-1.7407863,-0.38487342,-0.5239247,0.3028028,-1.1861702,-0.48788798,1.2751359,-0.8466086,-0.046131574,-1.8362491,-0.63276553,-0.37295288,-0.53087246,-0.6305561,0.22325951,-0.83132815,-1.0153167,0.39482558,-2.506689,2.873729,0.22208707,1.7494036,0.66110533,-3.839295,1.8498994,-0.88334674,0.6556256,-2.0697377,-0.016622517,-2.7161841,0.89341676,0.25833046,-1.3901507,-2.2069457,1.3517697,3.9881546,-1.1644373,-0.40260214,-1.278317,-0.31111482,-0.45612374,0.7595216,-0.62017244,-2.8087614,-0.36274183,1.9604334,-0.27513325,-0.76241696,1.3842189,-1.8537014,-0.3660738,-1.5782188,1.8621436,-0.6401351,-0.017700633,-6.186372,-1.6882179,-0.68626904,-0.0426478,-1.9712818,-0.5421028,0.15710448,0.75657827,0.063574836,-2.266121,-0.42561075,-0.22443293,-1.3025215,-2.7232273,1.1098953,2.171577,-0.8170084,0.65445197,1.5157275,-1.001617,1.1805375,0.41600552,0.09346951,2.4298093,-1.168761,0.60988307,1.8622142,-1.9598392,-1.1246587,-1.3452247,-2.1259935,-2.1622758,-2.2760813,0.36557314,-1.0624733,-2.3718405,-2.3789241,-3.3019304,2.2586265,-0.79543024,-1.7282631,2.728167,0.97312653,-4.038936,1.3499956,0.9253798,-1.0924926,-0.1600316,2.4710662,2.3682134,-0.9540928,-0.70403004,0.46833035,-1.5893581,-0.3632726,-0.93233526,3.027094,0.18356366,0.9613542,0.85941684,-0.25342473,1.1543121,-1.582119,-0.66374433,0.62308174,-1.2348108,-0.4931762,1.0305425,-1.8472314,0.6665508,0.076128386
